,plant_id,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,operation_years,CAGR_netgen
646,58018,68401,386682,390395,428055,436631,434672,438302,437359,439411,429859,10,1.183106186
851,59733,,,,80709,434505,512739,508953,519524,480763,430230,7,-0.164656005
936,61001,,,,,,,201594,517719,492806,433807,4,-5.724071725
988,61787,,,,,,,223713,425038,424170,434331,4,0.723549714
786,59065,,,,,60133,459551,445601,451287.37,409180,434811,6,-1.100667279
475,57299,387973,409613,382995,339706,388498,351261,391874,384833,388242,435043,10,0.671489619
923,60856,,,,,,402356,664642,497248,439659,436088,5,-9.999154656
526,57514,15168,334452,566598,537525,530978,541953,575875,593148,542897,438928,10,3.066545741
619,57927,,,,356943,532618,624903,628961,607698,549656,438974,7,-3.171361247
48,55265,277247,236064,272217,280610,280696,271661,137862,57121,454995,440862,10,7.186831679
325,56857,85456,511434,526727,541656,522111,540321,486826,519815,488006,441378,10,-1.623530708
486,57333,317104,441701,442753,379810,387149,318920,396885,373162,476381,443193,10,0.037475448
371,56983,546085,557093,571767,483294,475691,510214,531812,517817,502007,444077,10,-2.487800353
985,61776,,,,,,,,178615,492290,445366,3,-4.885216737
565,57675,412978,426968,462542,479096,429410,467551,443077,480367,445269,447598,10,0.525670594
469,57290,528989,539543,468790,428432,382398,464957,403903,351488,466260,452025,10,-1.947290479
373,56985,487664,554311,540292,546299,531880,545289,384236,46014,351279,455044,10,-2.168713156
329,56874,428448,430156,401781,410000,399427,377603,400140,383508,387422,459620,10,0.738850883
161,56377,461372,507969,489637,455350,481097,450729,429673,441562,517396,460098,10,-1.093762352
372,56984,476472,549300,592687,495005,539177,506879,526945,537230,503831,462582,10,-1.891012833
729,58681,,,,247700,686630,562864,599421,596499,503858,463168,7,-6.351111179
202,56484,716153,680246,705214,595982,673377,650578,623620,609080,483505,464104,10,-4.159311737
678,58154,19566,433521,455143,405375,464374,465596,455093,425137,428422,465874,10,0.802928243
577,57752,,537894,572695,495725,531716,596698,558407,491136,448229,466084,9,-2.541976284
319,56841,427130,444310,411827,398230,430345,367724,421454,382964,557397,466623,10,0.545919563
287,56776,,,,,258814,501300,506572,508947,507668,467533,6,-1.385014972
896,60366,,,,,,401005,553064,568156,513106,471031,5,-3.934261659
156,56362,430270,414255,397828,418611,387131,354488,387675,381728,394032,471202,10,1.441458585
881,60217,,,,,,116597,506405,513105,501709,471817,5,-1.753090034
757,58886,,,32070,510817,503778,490333,431123,403277,431761,473983,8,-1.063447113
170,56395,603156,559618,575256,505190,540048,528302,492902,512158,484260,476708,10,-1.765891709
444,57210,801121,811375,758709,654254,751628,713395,713611,661089,694441,476740,10,-5.737273647
201,56483,636477,585586,614093,539909,569491,554392,523856,528253,528593,477786,10,-2.235197766
321,56843,414750,433146,408639,360626,418688,400657,422023,385943,518652,478659,10,1.116336048
229,56593,596742,561408,591896,440211,562424,554037,548935,536405,510715,478683,10,-1.755620982
634,57981,39059,517769,537550,467458,504431,492837,484954,506045,501776,480504,10,-0.826494969
456,57260,530448,514184,519889,475295,486736,510426,497683,489489,404292,484052,10,-0.668741009
611,57874,30853,331794,524207,518594,485754,501600,440955,384805,464398,488854,10,4.400164451
143,56311,437006,462095,448344,373191,420763,402069,431476,436509,422110,490136,10,0.656729361
688,58321,,21451,536142,473317,549366,561145,550041,544730,550325,491351,9,-1.084579453
348,56941,260911,513704,570554,566926,528256,572761,237587,261197,254417,492263,10,-0.472591949
306,56810,538881,523247,490310,470368,485613,471946,414150,393032,487765,494430,10,-0.627445996
592,57802,334671,705904,727804,619848,638389,676812,692151,653254,539511,495030,10,-3.866178104
479,57315,867709,757472,764234,645035,661318,743686,726656,589976,710181,495999,10,-4.595634763
747,58774,,,232131,547504,611912,596215,573097,579722,511138,497205,8,-1.367243599
532,57531,,,,,76573,490763,499319,533519,490507,498067,6,0.295902595
60,55581,616884,616942,662723,512493,468867,462136,312760,504280,600857,504346,10,-2.214147325
232,56605,430939,418052,432923,439087,456863,484384,556027,462960,511057,504767,10,2.116430997
862,59968,,,,,6233,470743,542772,523139,546267,505164,6,1.421424141
969,61582,,,,,,,12868,458595,468982,505606,4,3.306496804
926,60883,,,,,,450052,532581,523222,541828,516264,5,-0.774900449
158,56371,837374,879922,842744,744451,852867,794301,813126,707748,787016,516379,10,-5.7501889
629,57974,9472,445866,471302,385552,393846,370551,353665,401513,552097,517939,10,1.678814285
411,57113,508915,486612,529552,526247,489941,530829,475666,498034,479801,522403,10,0.791697814
342,56923,477701,465226,551368,512081,520325,516680,460003,512530,577609,524454,10,1.34039732
122,56251,536535,546999,537302,403619,419389,353999,488239,488160,519593,527179,10,-0.40923617
882,60218,,,,,24545,675157,652718,637795,619887,527902,6,-4.801587448
663,58099,,,,,,,,80604,589589,528639,3,-5.309826185
340,56920,503674,486736,525144,439962,485119,478407,475880,422203,557327,528796,10,0.925151565
493,57358,540390,571872,603586,573618,602985,610093,577229,586001,586455,529472,10,-0.85229064
368,56979,592595,643393,690086,577604,616994,608060,581714,599633,559567,529964,10,-2.131909407
307,56811,511784,511041,474368,472720,497238,469286,431516,403583,542072,532182,10,0.451412636
81,55968,440956,451205,437981,376424,425092,403052,366325,580089,555840,533557,10,1.88016921
905,60545,,,,,17214,520988,537396,538753,529449,534777,6,0.523823759
111,56173,519504,440549,400799,377632,506052,219729,305678,416148,247413,534808,10,2.177662674
783,59034,,,,49814,684703,682755,692236,688048,684149,535598,7,-4.010708535
503,57415,438489,113869,421564,406442,442632,405821,301165,128345,61498,536279,10,18.78897712
148,56338,589634,579021,582524,592258,541774,586815,527035,564176,525024,540612,10,-0.759731729
699,58416,,,,645558,670507,724315,650469,683921,650291,541831,7,-3.489013366
900,60471,,,,,,,,70059,527641,543835,3,1.522968944
785,59063,,,,,,,53607,648935,617943,545037,4,-5.650067077
305,56809,542470,533811,517495,507127,515448,491020,434528,402551,520089,545276,10,0.236392799
922,60743,,,,,,,382076.19,599641,590975.38,548710,4,-2.915361362
564,57663,276128,503441,570000,549733,568086,553819,550090,534182,553703,548741,10,0.961930851
954,61261,,,,,,45648,572768,461969,559383,549636,5,-1.025320066
767,58938,,,86609,585430,604360,609723,568788,602738,586243,549946,8,-0.889258617
991,61836,,,,,,,44468,567585,551036,551926,4,-0.928216511
343,56924,508090,532316,504873,505939,497398,494075,447367,451191,564654,553834,10,0.441278611
522,57484,42357,536323,530041,456255,540522,504320,513851,490486,482628,554198,10,0.364946894
771,58965,,,,10057,427959,428372,407674,547596,600126,556047,7,4.460369168
155,56361,519867,503416,517272,431826,502920,468061,510765,446663,600492,556990,10,1.130008237
866,60013,,,,,405759,419672,565336,580506,570084,557004,6,5.825337907
86,55992,446076,459364,503589,439295,420521,400858,422766,528672,539378,559077,10,2.206709758
980,61735,,,,,,,,591032.87,541912,559814,3,1.638323672
236,56614,604896,588592,585864,604310,565513,616625,553138,580747,542032,559823,10,-0.55525917
886,60270,,,,,,,35818,599487,612778,561407,4,-2.163850678
730,58683,,,,299141,570937,600078,559804,565518,559205,562380,7,-0.25136842
721,58614,,,,,,,,375292,532276,563256,3,2.868988875
787,59066,,,,,,43581,686008,667942,535706,563367,5,-4.804689244
261,56661,826959,811656,717474,641447,681231,768732,714176,664538,21902,565659,10,-3.932640179
208,56495,587120,600277,604750,618493,633024,566611,611330,579690,652961,566802,10,-0.635540499
529,57526,485355,542117,580941,489302,550227,458684,568572,474141,597055,569666,10,0.552279235
123,56252,569634,565559,589084,510234,436707,408278,529756,536289,570021,570380,10,0.094357631
204,56487,540259,556665,544463,483372,555512,468282,544026,497186,646622,578028,10,0.419306503
968,61565,,,,,,,,426865,596549,584261,3,-1.035282831
879,60152,,,,,,316480,582445,552354,539610,584705,5,0.096864037
845,59684,,,,,,474446,559481,587815.61,630540,587266,5,1.21907843
805,59245,,,,,,98653,601150,639943,614226,589163,5,-0.502274408
659,58078,204139,603866,630275,562605,615758,569881,583198,586439,588549,590108,10,-0.255747386
925,60873,,,,,,,546329,536616,527262,592367,4,3.349666521
675,58127,77870,601617,641947,547054,605023,614526,602542,563228,611274,596174,10,-0.100931912
863,59972,,,,,,,727476,753769,683808,596500,4,-7.503764336
964,61417,,,,,,,,210379,647661,597774,3,-3.928485352
983,61756,,,,,,,48566,607996,619719,598936,4,-0.499201671
339,56919,497409,466325,532197,483569,506592,513461,480516,427455,593100,601559,10,2.869759746
760,58898,,,,234347,573434,625474,589700,614962,592929,605348,7,0.906763956
865,59975,,,,73700,579696,649012,654325,610661,656843,606121,7,0.745696705
559,57639,157196,578073,641952,629417,654510,633977,620896,589544,630889,609919,10,0.597623164
1029,62488,,,,,,,,318890,632795,610395,3,-1.785872187
818,59320,,,,390469,634744,658040,699738,645414,571467,610955,7,-0.634618756
518,57463,259418,633561,647150,641587,601090,681349,501318,528638,550709,611289,10,-0.396837656
100,56097,546321,490539,489441,396342,496547,496778,485135,610060,573389,611354,10,2.476517316
855,59837,,,,38554,626713,613968,607790,573875,616241,614656,7,-0.323242092
129,56290,723940,751393,813135,783219,764322,786732,739631,736955,741223,618268,10,-2.143436952
908,60587,,,,,82646,660673,619795,649255,605088,620199,6,-1.256412758
534,57550,188645,612275,652343,568072,612344,519051,655451,518078,616117,621213,10,0.161157389
797,59193,,,,,,160208,599127,417739,684462,621354,5,0.91484365
857,59888,,,,,,380705,711351,717146,727651,621354,5,-3.32508742
464,57284,81881,621710,648546,639241,636089,673760,611397,654626,618545,622030,10,0.005717686
127,56273,620742,566266,407731,525913,570008,568037,556261,512229,415059,622588,10,1.059136799
533,57549,214587,585493,601495,535373,585383,492996,623377,490998,633835,622783,10,0.688402182
687,58242,,,353175,751318,822264,768069,764040,729363,624078,623134,8,-2.636999214
220,56563,648557,667118,618722,545244,616321,603917,548243,508415,672737,623653,10,-0.745791932
746,58773,,,,665880,740386,740462,784380,750660,753029,626147,7,-2.754461777
824,59332,,,,552915,727860,690551,759132,691000,721908,627586,7,-2.44020053
819,59321,,,,,253642,737540,728555,655036,601003,628704,6,-3.142751197
561,57644,,635589,742464,683434,700176,677355,623121,603694.6,654621,631523,9,-2.00267492
894,60354,,,,,18567,656040,620345,642203,681994,632405,6,-0.731149025
147,56337,714711,706289,720417,609580,690042,685549,694820,705307,699524,632693,10,-1.215213575
488,57346,703229,689279,792648,687907,699488,650979,715869,738105,751710,633362,10,-0.935639675
798,59200,,,,102109,622257,641863,609517,612374,673367,633767,7,0.30593684
973,61638,,,,,,,18247,597668,658627,634319,4,2.003695348
895,60355,,,,,94870,682951,628594,651123,695089,635102,6,-1.442248478
583,57762,27640,550570,719895,699248,702412,695643,653134,652121,682804,635848,10,1.612929913
607,57862,50437,627728,661519,648371,662516,698176,624174,484444,596030,640092,10,0.216956838
639,57995,56893.32,335839.68,562316.04,603535.68,652904.01,657608,628130,597163,705585,644950,10,7.519745227
738,58720,,,116806,787638,838533,788585,762506,747346,663951,645860,8,-2.795271935
828,59442,,,,256689,709430,655742,683265,677203,677882,650381,7,-1.437952698
628,57973,52370,687016,712566,666425,686636,679474,723423,712287,632396,652451,10,-0.57193089
370,56981,716988,775605,811344,706057,772988,712817,735042,756098,702898,654944,10,-1.861278388
978,61674,,,,,,,66491,661780,709606,657266,4,-0.227885521
11,7526,514745,617658,562350,570308,562352,532777,564781,522352,555775,657555,10,0.697907486
749,58830,,,21389,364828,372605,335504,492617,472625,721792,661158,8,8.864969795
548,57617,,,,,59161,884390,882896,844668,685713,671481,6,-5.359291892
606,57858,663941,732626,744546,686086,696326,736597,637983,656592.53,695972,672562,10,-0.945953435
482,57325,666256,643491,685114,667521,639026,692325,636688,663436,672873,676091,10,0.550617484
610,57873,246517,727261,757385,740444,747511,716950,638893,633400,676555,680924,10,-0.728828
344,56925,499636,538050,569925,528873,565591,581552,516717,560465,752535,684718,10,2.714586758
994,61865,,,,,,,,455460,572757,684790,3,9.343633645
859,59943,,,,368498,884015,878567,803971,718216,688790.04,685735,7,-4.14470376
178,56432,654028,658661,655215,590376,665167,637821,656244,441215,597835,686543,10,0.461727954
916,60657,,,,,55811,694344,750590,722359,728864,692883,6,-0.042118351
997,61889,,,,,,,,115378,706943,694264,3,-0.900805648
551,57623,,,,,,,,36692,695023,702191,3,0.514343641
429,57159,673382,704399,656728,621861,663771,566374,674457,611875,770897,705342,10,0.014865934
674,58126,125797,680451,739245,644237,701195,707472,711321,662304,711128,706730,10,0.42191963
799,59201,,,,234066,802872,832947,756650,772925,789515,707870,7,-2.077040073
145,56322,677992,659101,649834,609173,672199,612983,638690,612886,764908,714023,10,0.893281596
753,58872,,,,712056,832159,840920,712649,750939,805997,715972,7,-2.475225684
917,60672,,,,,26949,730169,717352,710980,692442,720179,6,-0.275145219
724,58657,,,,,297604,807380,759266,748301,795377,720395,6,-2.25410207
951,61212,,,,,,,635081,880834,895343,720455,4,-6.480050582
961,61357,,,,,,110530,798064,780510,850472,724264,5,-2.396634149
878,60145,,,,,,427901,730156,690977,683441,729737,5,-0.014349338
1026,62380,,,,,,,,27725,879469,731473,3,-8.801250759
197,56466,536221,485852,542305,436657,526422,468904,500862,234734,648830,732284,10,4.663989151
516,57449,712479,821816,766489,809329,810707,829176,743015,781432,779963,732582,10,-1.269004318
546,57614,,,,,769197,837740,783358,750772,711202,735181,6,-2.578008215
399,57094,856431,789954,765542,780635,752101,806972,733651,800892,736924,739038,10,-0.737548612
725,58658,,,,,86382,777048,714237,709772,702466,743839,6,-0.869745855
1025,62356,,,,,,,,372673,742123,747023,3,0.329590803
741,58767,,,,278870,820019,793989,759010,806882,821619,748607,7,-1.507084155
825,59384,,,,24141,818301,664122,825730,789985,808225,754694,7,-1.339577889
745,58772,,,,449006,764054,768000,786086,751375,708998,755367,7,-0.190397571
566,57678,183048,855914,844719,780778,761560,780674,723674,755909,765642,762413,10,-1.277124658
986,61782,,,,,,,,679760,817040,764606,3,-3.261980616
914,60645,,,,,69982,772358,798214,756144,773696,764958,6,-0.192359606
735,58694,,,,,,,57514,815887,776916,773256,4,-1.77295141
645,58008,65192,731934,790858,746062,732885,837478,738697,766403,673076,781336,10,0.728361174
689,58322,,,535535,844667,841240,788542,803226,645033,834160,782876,8,-1.079391574
301,56797,941849,964626,1002697,965431,931165,954178,831339,825519,836563,783812,10,-2.279954499
814,59311,,,58839,751148,873154,750999,812963,798680,793246,790005,8,0.723124461
1033,62795,,,,,,,,24079,754181,796562,3,2.771335162
987,61784,,,,,,,87706,745803,867176,796825,4,2.230293696
807,59284,,,49437,797659,834668,788789,826771,816919,808315,800974,8,0.059264687
918,60687,,,,,,796118,787258,870346.72,902476,802196,5,0.471029501
748,58775,,,,224955,814372,811106,845262,823455,806297,802273,7,-0.249160996
528,57520,529794,527285,592197,571335,623201,589980,522869,246535,271372,804197,10,4.801755899
919,60688,,,,,,727592,877905,888075.57,909258,805460,5,-2.130106931
485,57332,916121,882350,919033,803518,773976,814820,751255,820318,797015,805600,10,-1.006032641
883,60256,,,,,13474,794183,837775,814186,811876,809582.15,6,0.3848253
792,59083,,,245588,758937,792326,804281,798806,746764,811678,815399,8,1.030398042
864,59974,,,,184530,852605,845902,869041,759309,836444,815598,7,-0.736851543
1030,62566,,,,,,,,35954,811273,816270,3,0.307499997
996,61876,,,,,,,279097,925805,905174,820084,4,-3.961300097
870,60069,,,,69296,814638,812798,769120,826360,866135,820208,7,0.113633244
889,60326,,,,,224923,895821,814576,750527,803319,821996,6,-1.705392456
903,60505,,,,,,,,101065,808736,822113,3,0.823639409
755,58884,,,259803,928899,934315,896654.004,795965,720872,797900,824480,8,-1.689102384
788,59068,,,,,558408,838357,884986,843756,881253,825420,6,-0.310550319
1036,63030,,,,,,,,34126,828995,825664,3,-0.201108139
892,60339,,,,,168713,851540,883449,878886,875961,826082,6,-0.605209837
912,60620,,,,,37061,929143,869466,873230,860762,831715,6,-2.191095435
637,57987,138512,1100423,1097176,935418,1113969,1043337,1015943,1041785,904252,835264,10,-3.016911235
913,60639,,,,,24470,896586,861233,860162,849031,841522,6,-1.259640471
719,58596,,,,824386,928407,835373,944008,900333,887326,848767,7,-1.483642376
780,59005,,,,,66534,814935,884793,801467,724436,849887,6,0.843437943
198,56468,763349,814907,800260,726919,759196,663335,724004,699889,818420,853185,10,0.51132962
715,58571,,,,758197,869351,710129,843716,723467,941731,866065,7,-0.063096632
1006,62035,,,,,,,,57238,796222,867356,3,4.371423548
967,61564,,,,,,,,771294,1040479,869137,3,-8.603943032
777,58998,,,,68867,860932,853425,888206,851739.34,891936.29,873023,7,0.232709985
891,60338,,,,,116266,919967,939224,937433,943059,891443.997,6,-0.627923933
712,58474,,,817092,897210,919201,813922,918166,875921.72,973772,908331,8,0.176139247
888,60317,,,,,,,,402635,833070,912903,3,4.681893479
927,60901,,,,,,177658,973908,958805,954121,922609,5,-1.343673943
907,60574,,,,,11522,856065,984175,990780,994435,925038,6,1.561841415
873,60104,,,,56434,912017,946436,962468,966591,945992,927307,7,0.277485218
959,61343,,,,,,,,111422,994401,927326,3,-3.431509667
928,60902,,,,,,461809,997399,990097,935030,933292,5,-1.647103675
440,57195,708918,808889,875656,732789,865023,705788,833098,704096,965888,934208,10,1.613290916
209,56501,932204,918970,935484,886983,886488,845511,711268,714450,917215,940299,10,0.255263379
955,61269,,,,,,,1153750,1145964.81,1123991,952950,4,-5.962816978
1001,61926,,,,,,,30957,881992,968739,953603,4,2.63630002
830,59460,,,,62502,1055230,1031879,1012985,984598,977348,956313,7,-1.627096854
909,60592,,,,,69497,1017830,972872,983327,953683,961817,6,-1.125695794
871,60087,,,,,672154,1097241,1154432,1105713,1076693,966260,6,-2.510376122
838,59621,,,,629918,993831,950796,1028254,995277,1013056,987668,7,-0.103622328
653,58041,,828782,883103,789700,832574,1028922,1028165,940235.93,984059,1006505,9,1.648405867
739,58765,,,352903,1069655,1147513,1134494,1136338,1117107,1112891,1020586,8,-0.668600489
1002,61957,,,,,,,59378,1038877,1046380,1022389,4,-0.531856491
831,59475,,,84655,1029200,1054267,1036071,1128864,1077653,1138946,1028778,8,-0.005858561
740,58766,,,,,261682,1010693.001,1165612.996,1130168.003,1151599.998,1053745.987,6,0.83779375
956,61270,,,,,,,1057813,1050613.25,983898,1054669,4,0.128513586
761,58900,,,,437627,1115176,1050678,1168299,1101259,1140133,1058701,7,-0.862418899
744,58771,,,,99201,1049875,1084219,1061605,1112754,1099277,1059185,7,0.147252227
1005,61984,,,,,,,,397903,1175019,1059484,3,-5.043487302
762,58902,,,,,919143,1063653,1092665,1089681,1066847,1063482,6,-0.003215541
915,60655,,,,,,199141,1080673,1119737.32,1095104,1072587,5,-0.187586531
784,59061,,,,,,85481,1031272,1112703,1017939,1075083,5,1.045549974
525,57501,1362913,1418433,1403006,1335713,1341387,1290492,1186959,1173711,1219373,1095296,10,-2.83166934
288,56777,1441180,1482943,1531573,1612058,1480131,1319565,1328554,1521642,1369503,1095499,10,-3.308676908
920,60689,,,,,,916110,1100947,1130116,1109690,1099871,5,-0.02444247
1003,61969,,,,,,,,966586,1141336,1100897,3,-1.787540711
203,56485,1108517,1190817,1142486,1045257,1058132,894881,1041840,983163,1152089,1116246,10,-0.715961986
893,60342,,,,,215994,1194674.995,1129072.002,1043794.005,1069990.007,1116489.002,6,-1.34458334
1016,62132,,,,,,,55104,846805,1060503,1120900,4,9.7980141
808,59292,,,,,,,,1027001.37,1205213,1123296,3,-3.458242115
999,61921,,,,,,,45387,1151271,1254233,1132408,4,-0.549160258
898,60414,,,,,,1159662,1250071,1235433,1225575,1148976,5,-2.086163133
1022,62259,,,,,,,,207176,1286943,1176529,3,-4.38596147
990,61789,,,,,,,,1061641.22,1155477,1184013,3,1.227283588
1007,62038,,,,,,,,645283,1262742,1198021.88,3,-2.596388
934,60987,,,,,,118,916139,1366644,1278385,1205711,5,7.107643134
662,58098,,,,,,136061.08,1024430,1132857,1077111,1207714,5,4.200656015
962,61402,,,,,,,,386587,1302253,1237010,3,-2.537191491
635,57983,,,74982,1001056,1363879,1359526,1329239,1296827,1358663,1249592,8,3.218739663
1017,62133,,,,,,,57556,837430,1250166,1267122,4,14.80389922
948,61079,,,,,,41394,647988,1201802,1252623,1280869,5,18.57262592
736,58695,,,,,168466,1541058,1507208,1434129,1552416,1454696,6,-1.146818315
754,58883,,,,549863,1809682,1726146,1545240,1461072,1518437,1607171,7,-1.958494825
589,57787,222586,1830876,1921860,1737974,1767716,1759999,1863802,1729783,1775159,1719670,10,-0.6938277
947,61077,,,,,,,,683846,1704075,1848469,3,4.150589696
278,56763,2016999,1983817,2066584,1659524,1829154,1821192,2183532,2237527,2259411,2054989,10,0.392409344
806,59247,,,,,,,,908996,2083677,2056923,3,-0.644064191
911,60619,,,,,,,194543,1975124,2024321,2128334,4,2.521544179
130,56291,1879028,1463404,2309100,1965895,2159583,1972964,2440172,2493463,2513457,2313973,10,5.222944318
